image1,image2,is_same,similarity
./val/calfw_112x112/194.bmp,./val/calfw_112x112/195.bmp,1,0.70834184
./val/calfw_112x112/196.bmp,./val/calfw_112x112/197.bmp,1,0.6171725
./val/calfw_112x112/198.bmp,./val/calfw_112x112/199.bmp,1,0.16990833
./val/calfw_112x112/200.bmp,./val/calfw_112x112/201.bmp,1,0.6711209
./val/calfw_112x112/202.bmp,./val/calfw_112x112/203.bmp,1,0.44807684
./val/calfw_112x112/204.bmp,./val/calfw_112x112/205.bmp,1,0.4772557
./val/calfw_112x112/206.bmp,./val/calfw_112x112/207.bmp,1,0.71690214
./val/calfw_112x112/208.bmp,./val/calfw_112x112/209.bmp,1,0.7233756
./val/calfw_112x112/210.bmp,./val/calfw_112x112/211.bmp,1,0.59327203
./val/calfw_112x112/212.bmp,./val/calfw_112x112/213.bmp,1,0.1599276
./val/calfw_112x112/214.bmp,./val/calfw_112x112/215.bmp,1,0.7024856
./val/calfw_112x112/216.bmp,./val/calfw_112x112/217.bmp,1,0.7731736
./val/calfw_112x112/218.bmp,./val/calfw_112x112/219.bmp,1,0.5796036
./val/calfw_112x112/220.bmp,./val/calfw_112x112/221.bmp,1,0.6540532
./val/calfw_112x112/222.bmp,./val/calfw_112x112/223.bmp,1,0.5701429
./val/calfw_112x112/224.bmp,./val/calfw_112x112/225.bmp,1,0.7030312
./val/calfw_112x112/226.bmp,./val/calfw_112x112/227.bmp,1,0.49215806
./val/calfw_112x112/228.bmp,./val/calfw_112x112/229.bmp,1,0.5764998
./val/calfw_112x112/230.bmp,./val/calfw_112x112/231.bmp,1,0.72632
./val/calfw_112x112/232.bmp,./val/calfw_112x112/233.bmp,1,0.55200493
./val/calfw_112x112/234.bmp,./val/calfw_112x112/235.bmp,1,0.5530598
./val/calfw_112x112/236.bmp,./val/calfw_112x112/237.bmp,1,0.53084
./val/calfw_112x112/238.bmp,./val/calfw_112x112/239.bmp,1,0.23017213
./val/calfw_112x112/240.bmp,./val/calfw_112x112/241.bmp,1,0.7907003
./val/calfw_112x112/242.bmp,./val/calfw_112x112/243.bmp,1,0.68668205
./val/calfw_112x112/244.bmp,./val/calfw_112x112/245.bmp,1,0.6621044
./val/calfw_112x112/246.bmp,./val/calfw_112x112/247.bmp,1,0.55482423
./val/calfw_112x112/248.bmp,./val/calfw_112x112/249.bmp,1,0.42868087
./val/calfw_112x112/250.bmp,./val/calfw_112x112/251.bmp,1,0.6680003
./val/calfw_112x112/252.bmp,./val/calfw_112x112/253.bmp,1,0.5689866
./val/calfw_112x112/254.bmp,./val/calfw_112x112/255.bmp,1,0.55584526
./val/calfw_112x112/256.bmp,./val/calfw_112x112/257.bmp,1,0.5855377
./val/calfw_112x112/258.bmp,./val/calfw_112x112/259.bmp,1,0.70915884
./val/calfw_112x112/260.bmp,./val/calfw_112x112/261.bmp,1,0.66299653
./val/calfw_112x112/262.bmp,./val/calfw_112x112/263.bmp,1,0.48246002
./val/calfw_112x112/264.bmp,./val/calfw_112x112/265.bmp,1,0.6784239
./val/calfw_112x112/266.bmp,./val/calfw_112x112/267.bmp,1,0.7565478
./val/calfw_112x112/268.bmp,./val/calfw_112x112/269.bmp,1,-0.0017581005
./val/calfw_112x112/270.bmp,./val/calfw_112x112/271.bmp,1,0.6586595
./val/calfw_112x112/272.bmp,./val/calfw_112x112/273.bmp,1,0.55680406
./val/calfw_112x112/274.bmp,./val/calfw_112x112/275.bmp,1,0.66751105
./val/calfw_112x112/276.bmp,./val/calfw_112x112/277.bmp,1,0.5103539
./val/calfw_112x112/278.bmp,./val/calfw_112x112/279.bmp,1,0.59688544
./val/calfw_112x112/280.bmp,./val/calfw_112x112/281.bmp,1,0.75305814
./val/calfw_112x112/282.bmp,./val/calfw_112x112/283.bmp,1,0.6593817
./val/calfw_112x112/284.bmp,./val/calfw_112x112/285.bmp,1,0.7183416
./val/calfw_112x112/286.bmp,./val/calfw_112x112/287.bmp,1,0.7172436
./val/calfw_112x112/288.bmp,./val/calfw_112x112/289.bmp,1,0.59562963
./val/calfw_112x112/290.bmp,./val/calfw_112x112/291.bmp,1,0.62530434
./val/calfw_112x112/292.bmp,./val/calfw_112x112/293.bmp,1,0.5950304
./val/calfw_112x112/294.bmp,./val/calfw_112x112/295.bmp,1,-0.16086873
./val/calfw_112x112/296.bmp,./val/calfw_112x112/297.bmp,1,0.6929173
./val/calfw_112x112/298.bmp,./val/calfw_112x112/299.bmp,1,0.595908
./val/calfw_112x112/300.bmp,./val/calfw_112x112/301.bmp,1,0.68500316
./val/calfw_112x112/302.bmp,./val/calfw_112x112/303.bmp,1,0.40438807
./val/calfw_112x112/304.bmp,./val/calfw_112x112/305.bmp,1,0.537255
./val/calfw_112x112/306.bmp,./val/calfw_112x112/307.bmp,1,0.68287706
./val/calfw_112x112/308.bmp,./val/calfw_112x112/309.bmp,1,0.72818804
./val/calfw_112x112/310.bmp,./val/calfw_112x112/311.bmp,1,0.48235136
./val/calfw_112x112/312.bmp,./val/calfw_112x112/313.bmp,1,0.6484667
./val/calfw_112x112/314.bmp,./val/calfw_112x112/315.bmp,1,0.6209535
./val/calfw_112x112/316.bmp,./val/calfw_112x112/317.bmp,1,0.7001333
./val/calfw_112x112/318.bmp,./val/calfw_112x112/319.bmp,1,0.603054
./val/calfw_112x112/320.bmp,./val/calfw_112x112/321.bmp,1,0.6787205
./val/calfw_112x112/322.bmp,./val/calfw_112x112/323.bmp,1,0.67599493
./val/calfw_112x112/324.bmp,./val/calfw_112x112/325.bmp,1,0.0027197916
./val/calfw_112x112/326.bmp,./val/calfw_112x112/327.bmp,1,0.6802794
./val/calfw_112x112/328.bmp,./val/calfw_112x112/329.bmp,1,0.7066434
./val/calfw_112x112/330.bmp,./val/calfw_112x112/331.bmp,1,0.6933663
./val/calfw_112x112/332.bmp,./val/calfw_112x112/333.bmp,1,0.64905155
./val/calfw_112x112/334.bmp,./val/calfw_112x112/335.bmp,1,0.68948555
./val/calfw_112x112/336.bmp,./val/calfw_112x112/337.bmp,1,0.14639564
./val/calfw_112x112/338.bmp,./val/calfw_112x112/339.bmp,1,0.5090691
./val/calfw_112x112/340.bmp,./val/calfw_112x112/341.bmp,1,0.7082017
./val/calfw_112x112/342.bmp,./val/calfw_112x112/343.bmp,1,0.6815604
./val/calfw_112x112/344.bmp,./val/calfw_112x112/345.bmp,1,0.6486097
./val/calfw_112x112/346.bmp,./val/calfw_112x112/347.bmp,1,0.7330531
./val/calfw_112x112/348.bmp,./val/calfw_112x112/349.bmp,1,0.7022995
./val/calfw_112x112/350.bmp,./val/calfw_112x112/351.bmp,1,0.71258855
./val/calfw_112x112/352.bmp,./val/calfw_112x112/353.bmp,1,0.6452186
./val/calfw_112x112/354.bmp,./val/calfw_112x112/355.bmp,1,0.5797875
./val/calfw_112x112/356.bmp,./val/calfw_112x112/357.bmp,1,0.6525263
./val/calfw_112x112/358.bmp,./val/calfw_112x112/359.bmp,1,0.3952986
./val/calfw_112x112/360.bmp,./val/calfw_112x112/361.bmp,1,0.6969044
./val/calfw_112x112/362.bmp,./val/calfw_112x112/363.bmp,1,0.669301
./val/calfw_112x112/364.bmp,./val/calfw_112x112/365.bmp,1,0.351936
./val/calfw_112x112/366.bmp,./val/calfw_112x112/367.bmp,1,0.6101276
./val/calfw_112x112/368.bmp,./val/calfw_112x112/369.bmp,1,0.6834033
./val/calfw_112x112/370.bmp,./val/calfw_112x112/371.bmp,1,0.6175504
./val/calfw_112x112/372.bmp,./val/calfw_112x112/373.bmp,1,0.78145236
./val/calfw_112x112/374.bmp,./val/calfw_112x112/375.bmp,1,0.72585905
./val/calfw_112x112/376.bmp,./val/calfw_112x112/377.bmp,1,0.6871487
./val/calfw_112x112/378.bmp,./val/calfw_112x112/379.bmp,1,0.71896994
./val/calfw_112x112/380.bmp,./val/calfw_112x112/381.bmp,1,0.72738934
./val/calfw_112x112/382.bmp,./val/calfw_112x112/383.bmp,1,0.6246629
./val/calfw_112x112/384.bmp,./val/calfw_112x112/385.bmp,1,0.681167
./val/calfw_112x112/386.bmp,./val/calfw_112x112/387.bmp,1,0.65242416
./val/calfw_112x112/388.bmp,./val/calfw_112x112/389.bmp,1,0.11641397
./val/calfw_112x112/390.bmp,./val/calfw_112x112/391.bmp,1,0.7595102
./val/calfw_112x112/392.bmp,./val/calfw_112x112/393.bmp,1,0.6197225
./val/calfw_112x112/394.bmp,./val/calfw_112x112/395.bmp,1,0.6140863
./val/calfw_112x112/396.bmp,./val/calfw_112x112/397.bmp,1,0.45722806
./val/calfw_112x112/398.bmp,./val/calfw_112x112/399.bmp,1,0.7213439
./val/calfw_112x112/400.bmp,./val/calfw_112x112/401.bmp,1,0.7385991
./val/calfw_112x112/402.bmp,./val/calfw_112x112/403.bmp,1,0.79164016
./val/calfw_112x112/404.bmp,./val/calfw_112x112/405.bmp,1,0.6069794
./val/calfw_112x112/406.bmp,./val/calfw_112x112/407.bmp,1,0.7148666
./val/calfw_112x112/408.bmp,./val/calfw_112x112/409.bmp,1,0.5626923
./val/calfw_112x112/410.bmp,./val/calfw_112x112/411.bmp,1,0.7674484
./val/calfw_112x112/412.bmp,./val/calfw_112x112/413.bmp,1,-0.026628625
./val/calfw_112x112/414.bmp,./val/calfw_112x112/415.bmp,1,0.71043277
./val/calfw_112x112/416.bmp,./val/calfw_112x112/417.bmp,1,0.66800666
./val/calfw_112x112/418.bmp,./val/calfw_112x112/419.bmp,1,0.72798777
./val/calfw_112x112/420.bmp,./val/calfw_112x112/421.bmp,1,0.695449
./val/calfw_112x112/422.bmp,./val/calfw_112x112/423.bmp,1,0.12769896
./val/calfw_112x112/424.bmp,./val/calfw_112x112/425.bmp,1,0.70261455
./val/calfw_112x112/426.bmp,./val/calfw_112x112/427.bmp,1,0.65430546
./val/calfw_112x112/428.bmp,./val/calfw_112x112/429.bmp,1,0.6607611
./val/calfw_112x112/430.bmp,./val/calfw_112x112/431.bmp,1,0.6473278
./val/calfw_112x112/432.bmp,./val/calfw_112x112/433.bmp,1,0.70160556
./val/calfw_112x112/434.bmp,./val/calfw_112x112/435.bmp,1,0.673727
./val/calfw_112x112/436.bmp,./val/calfw_112x112/437.bmp,1,0.7163848
./val/calfw_112x112/438.bmp,./val/calfw_112x112/439.bmp,1,0.6959659
./val/calfw_112x112/440.bmp,./val/calfw_112x112/441.bmp,1,0.6258428
./val/calfw_112x112/442.bmp,./val/calfw_112x112/443.bmp,1,0.5870776
./val/calfw_112x112/444.bmp,./val/calfw_112x112/445.bmp,1,0.60063994
./val/calfw_112x112/446.bmp,./val/calfw_112x112/447.bmp,1,0.65382326
./val/calfw_112x112/448.bmp,./val/calfw_112x112/449.bmp,1,0.7854432
./val/calfw_112x112/450.bmp,./val/calfw_112x112/451.bmp,1,0.5541985
./val/calfw_112x112/452.bmp,./val/calfw_112x112/453.bmp,1,0.7087951
./val/calfw_112x112/454.bmp,./val/calfw_112x112/455.bmp,1,0.65693176
./val/calfw_112x112/456.bmp,./val/calfw_112x112/457.bmp,1,0.45777425
./val/calfw_112x112/458.bmp,./val/calfw_112x112/459.bmp,1,0.7340059
./val/calfw_112x112/460.bmp,./val/calfw_112x112/461.bmp,1,0.79650116
./val/calfw_112x112/462.bmp,./val/calfw_112x112/463.bmp,1,0.23449959
./val/calfw_112x112/464.bmp,./val/calfw_112x112/465.bmp,1,0.7097124
./val/calfw_112x112/466.bmp,./val/calfw_112x112/467.bmp,1,0.7426757
./val/calfw_112x112/468.bmp,./val/calfw_112x112/469.bmp,1,0.68182987
./val/calfw_112x112/470.bmp,./val/calfw_112x112/471.bmp,1,0.37548885
./val/calfw_112x112/472.bmp,./val/calfw_112x112/473.bmp,1,0.80894613
./val/calfw_112x112/474.bmp,./val/calfw_112x112/475.bmp,1,0.7968803
./val/calfw_112x112/476.bmp,./val/calfw_112x112/477.bmp,1,0.712761
./val/calfw_112x112/478.bmp,./val/calfw_112x112/479.bmp,1,0.84453875
./val/calfw_112x112/480.bmp,./val/calfw_112x112/481.bmp,1,0.62725186
./val/calfw_112x112/482.bmp,./val/calfw_112x112/483.bmp,1,0.5166481
./val/calfw_112x112/484.bmp,./val/calfw_112x112/485.bmp,1,0.72551143
./val/calfw_112x112/486.bmp,./val/calfw_112x112/487.bmp,1,0.6685151
./val/calfw_112x112/488.bmp,./val/calfw_112x112/489.bmp,1,0.49843618
./val/calfw_112x112/490.bmp,./val/calfw_112x112/491.bmp,1,0.6999714
./val/calfw_112x112/492.bmp,./val/calfw_112x112/493.bmp,1,0.62702656
./val/calfw_112x112/494.bmp,./val/calfw_112x112/495.bmp,1,0.6265719
./val/calfw_112x112/496.bmp,./val/calfw_112x112/497.bmp,1,0.7048579
./val/calfw_112x112/498.bmp,./val/calfw_112x112/499.bmp,1,0.7249379
./val/calfw_112x112/500.bmp,./val/calfw_112x112/501.bmp,1,0.7268504
./val/calfw_112x112/502.bmp,./val/calfw_112x112/503.bmp,1,0.7064979
./val/calfw_112x112/504.bmp,./val/calfw_112x112/505.bmp,1,0.01606472
./val/calfw_112x112/506.bmp,./val/calfw_112x112/507.bmp,1,0.45256114
./val/calfw_112x112/508.bmp,./val/calfw_112x112/509.bmp,1,0.6081164
./val/calfw_112x112/510.bmp,./val/calfw_112x112/511.bmp,1,0.6458331
./val/calfw_112x112/512.bmp,./val/calfw_112x112/513.bmp,1,0.6650451
./val/calfw_112x112/514.bmp,./val/calfw_112x112/515.bmp,1,0.67814004
./val/calfw_112x112/516.bmp,./val/calfw_112x112/517.bmp,1,0.7830924
./val/calfw_112x112/518.bmp,./val/calfw_112x112/519.bmp,1,0.60645735
./val/calfw_112x112/520.bmp,./val/calfw_112x112/521.bmp,1,0.56226754
./val/calfw_112x112/522.bmp,./val/calfw_112x112/523.bmp,1,0.694118
./val/calfw_112x112/524.bmp,./val/calfw_112x112/525.bmp,1,0.6333574
./val/calfw_112x112/526.bmp,./val/calfw_112x112/527.bmp,1,0.5501492
./val/calfw_112x112/528.bmp,./val/calfw_112x112/529.bmp,1,0.4423675
./val/calfw_112x112/530.bmp,./val/calfw_112x112/531.bmp,1,0.6643195
./val/calfw_112x112/532.bmp,./val/calfw_112x112/533.bmp,1,0.5601518
./val/calfw_112x112/534.bmp,./val/calfw_112x112/535.bmp,1,0.7508665
./val/calfw_112x112/536.bmp,./val/calfw_112x112/537.bmp,1,0.7986709
./val/calfw_112x112/538.bmp,./val/calfw_112x112/539.bmp,1,0.6009593
./val/calfw_112x112/540.bmp,./val/calfw_112x112/541.bmp,1,0.58091915
./val/calfw_112x112/542.bmp,./val/calfw_112x112/543.bmp,1,0.6406416
./val/calfw_112x112/544.bmp,./val/calfw_112x112/545.bmp,1,0.7295573
./val/calfw_112x112/546.bmp,./val/calfw_112x112/547.bmp,1,0.59788454
./val/calfw_112x112/548.bmp,./val/calfw_112x112/549.bmp,1,0.5814336
./val/calfw_112x112/550.bmp,./val/calfw_112x112/551.bmp,1,0.687853
./val/calfw_112x112/552.bmp,./val/calfw_112x112/553.bmp,1,0.7396275
./val/calfw_112x112/554.bmp,./val/calfw_112x112/555.bmp,1,0.4830166
./val/calfw_112x112/556.bmp,./val/calfw_112x112/557.bmp,1,0.7346133
./val/calfw_112x112/558.bmp,./val/calfw_112x112/559.bmp,1,0.65072715
./val/calfw_112x112/560.bmp,./val/calfw_112x112/561.bmp,1,0.54462564
./val/calfw_112x112/562.bmp,./val/calfw_112x112/563.bmp,1,0.7598394
./val/calfw_112x112/564.bmp,./val/calfw_112x112/565.bmp,1,0.66809905
./val/calfw_112x112/566.bmp,./val/calfw_112x112/567.bmp,1,0.75580907
./val/calfw_112x112/568.bmp,./val/calfw_112x112/569.bmp,1,0.71569854
./val/calfw_112x112/570.bmp,./val/calfw_112x112/571.bmp,1,0.65816736
./val/calfw_112x112/572.bmp,./val/calfw_112x112/573.bmp,1,0.6861595
./val/calfw_112x112/574.bmp,./val/calfw_112x112/575.bmp,1,0.6848445
./val/calfw_112x112/576.bmp,./val/calfw_112x112/577.bmp,1,0.64454967
./val/calfw_112x112/578.bmp,./val/calfw_112x112/579.bmp,1,0.8131019
./val/calfw_112x112/580.bmp,./val/calfw_112x112/581.bmp,1,0.78264076
./val/calfw_112x112/582.bmp,./val/calfw_112x112/583.bmp,1,0.69151556
./val/calfw_112x112/584.bmp,./val/calfw_112x112/585.bmp,1,0.7234215
./val/calfw_112x112/586.bmp,./val/calfw_112x112/587.bmp,1,0.5290092
./val/calfw_112x112/588.bmp,./val/calfw_112x112/589.bmp,1,0.7170131
./val/calfw_112x112/590.bmp,./val/calfw_112x112/591.bmp,1,0.48397446
./val/calfw_112x112/592.bmp,./val/calfw_112x112/593.bmp,1,0.6882049
./val/calfw_112x112/594.bmp,./val/calfw_112x112/595.bmp,1,0.73907256
./val/calfw_112x112/596.bmp,./val/calfw_112x112/597.bmp,1,0.7060287
./val/calfw_112x112/598.bmp,./val/calfw_112x112/599.bmp,1,0.034184933
./val/calfw_112x112/600.bmp,./val/calfw_112x112/601.bmp,0,-0.08338212
./val/calfw_112x112/602.bmp,./val/calfw_112x112/603.bmp,0,0.061789945
./val/calfw_112x112/604.bmp,./val/calfw_112x112/605.bmp,0,-0.04960787
./val/calfw_112x112/606.bmp,./val/calfw_112x112/607.bmp,0,-0.07423866
./val/calfw_112x112/608.bmp,./val/calfw_112x112/609.bmp,0,-0.025797805
./val/calfw_112x112/610.bmp,./val/calfw_112x112/611.bmp,0,0.048892662
./val/calfw_112x112/612.bmp,./val/calfw_112x112/613.bmp,0,-0.075040996
./val/calfw_112x112/614.bmp,./val/calfw_112x112/615.bmp,0,0.019632958
./val/calfw_112x112/616.bmp,./val/calfw_112x112/617.bmp,0,0.040251482
./val/calfw_112x112/618.bmp,./val/calfw_112x112/619.bmp,0,-0.035660885
./val/calfw_112x112/620.bmp,./val/calfw_112x112/621.bmp,0,-0.02433285
./val/calfw_112x112/622.bmp,./val/calfw_112x112/623.bmp,0,-0.00607037
./val/calfw_112x112/624.bmp,./val/calfw_112x112/625.bmp,0,-0.016658405
./val/calfw_112x112/626.bmp,./val/calfw_112x112/627.bmp,0,0.0011866121
./val/calfw_112x112/628.bmp,./val/calfw_112x112/629.bmp,0,0.061260805
./val/calfw_112x112/630.bmp,./val/calfw_112x112/631.bmp,0,0.2652622
./val/calfw_112x112/632.bmp,./val/calfw_112x112/633.bmp,0,0.1290151
./val/calfw_112x112/634.bmp,./val/calfw_112x112/635.bmp,0,0.14276397
./val/calfw_112x112/636.bmp,./val/calfw_112x112/637.bmp,0,0.035325654
./val/calfw_112x112/638.bmp,./val/calfw_112x112/639.bmp,0,-0.18573833
./val/calfw_112x112/640.bmp,./val/calfw_112x112/641.bmp,0,0.03499988
./val/calfw_112x112/642.bmp,./val/calfw_112x112/643.bmp,0,0.013237913
./val/calfw_112x112/644.bmp,./val/calfw_112x112/645.bmp,0,-0.015850518
./val/calfw_112x112/646.bmp,./val/calfw_112x112/647.bmp,0,0.009493265
./val/calfw_112x112/648.bmp,./val/calfw_112x112/649.bmp,0,0.13042611
./val/calfw_112x112/650.bmp,./val/calfw_112x112/651.bmp,0,0.05489375
./val/calfw_112x112/652.bmp,./val/calfw_112x112/653.bmp,0,0.0504129
./val/calfw_112x112/654.bmp,./val/calfw_112x112/655.bmp,0,-0.12037698
./val/calfw_112x112/656.bmp,./val/calfw_112x112/657.bmp,0,-0.030066632
./val/calfw_112x112/658.bmp,./val/calfw_112x112/659.bmp,0,0.07248985
./val/calfw_112x112/660.bmp,./val/calfw_112x112/661.bmp,0,-0.054617524
./val/calfw_112x112/662.bmp,./val/calfw_112x112/663.bmp,0,0.08465171
