image1,image2,ground_truth,prediction,correct,raw_response
cplfw_112x112/78.bmp,cplfw_112x112/79.bmp,1,0,False,NO
cplfw_112x112/80.bmp,cplfw_112x112/81.bmp,1,0,False,NO
cplfw_112x112/82.bmp,cplfw_112x112/83.bmp,1,0,False,NO
cplfw_112x112/84.bmp,cplfw_112x112/85.bmp,1,0,False,NO
cplfw_112x112/86.bmp,cplfw_112x112/87.bmp,1,0,False,NO
cplfw_112x112/88.bmp,cplfw_112x112/89.bmp,1,1,True,YES
cplfw_112x112/90.bmp,cplfw_112x112/91.bmp,1,0,False,NO
cplfw_112x112/92.bmp,cplfw_112x112/93.bmp,1,0,False,NO
cplfw_112x112/94.bmp,cplfw_112x112/95.bmp,1,0,False,NO
cplfw_112x112/96.bmp,cplfw_112x112/97.bmp,1,0,False,NO
cplfw_112x112/98.bmp,cplfw_112x112/99.bmp,1,1,True,YES
cplfw_112x112/100.bmp,cplfw_112x112/101.bmp,1,0,False,NO
cplfw_112x112/102.bmp,cplfw_112x112/103.bmp,1,0,False,NO
cplfw_112x112/104.bmp,cplfw_112x112/105.bmp,1,0,False,NO
cplfw_112x112/106.bmp,cplfw_112x112/107.bmp,1,0,False,NO
cplfw_112x112/108.bmp,cplfw_112x112/109.bmp,1,0,False,NO
cplfw_112x112/110.bmp,cplfw_112x112/111.bmp,1,1,True,YES
cplfw_112x112/112.bmp,cplfw_112x112/113.bmp,1,0,False,NO
cplfw_112x112/114.bmp,cplfw_112x112/115.bmp,1,0,False,NO
cplfw_112x112/116.bmp,cplfw_112x112/117.bmp,1,0,False,NO
cplfw_112x112/118.bmp,cplfw_112x112/119.bmp,1,0,False,NO
cplfw_112x112/120.bmp,cplfw_112x112/121.bmp,1,0,False,NO
cplfw_112x112/122.bmp,cplfw_112x112/123.bmp,1,0,False,NO
cplfw_112x112/124.bmp,cplfw_112x112/125.bmp,1,0,False,NO
cplfw_112x112/126.bmp,cplfw_112x112/127.bmp,1,0,False,NO
cplfw_112x112/128.bmp,cplfw_112x112/129.bmp,1,0,False,NO
cplfw_112x112/130.bmp,cplfw_112x112/131.bmp,1,1,True,YES
cplfw_112x112/132.bmp,cplfw_112x112/133.bmp,1,1,True,YES
cplfw_112x112/134.bmp,cplfw_112x112/135.bmp,1,0,False,NO
cplfw_112x112/136.bmp,cplfw_112x112/137.bmp,1,0,False,NO
cplfw_112x112/138.bmp,cplfw_112x112/139.bmp,1,0,False,NO
cplfw_112x112/140.bmp,cplfw_112x112/141.bmp,1,0,False,NO
cplfw_112x112/142.bmp,cplfw_112x112/143.bmp,1,0,False,NO
cplfw_112x112/144.bmp,cplfw_112x112/145.bmp,1,0,False,NO
cplfw_112x112/146.bmp,cplfw_112x112/147.bmp,1,0,False,NO
cplfw_112x112/148.bmp,cplfw_112x112/149.bmp,1,0,False,NO
cplfw_112x112/150.bmp,cplfw_112x112/151.bmp,1,0,False,NO
cplfw_112x112/152.bmp,cplfw_112x112/153.bmp,1,0,False,NO
cplfw_112x112/154.bmp,cplfw_112x112/155.bmp,1,0,False,NO
cplfw_112x112/156.bmp,cplfw_112x112/157.bmp,1,1,True,YES
cplfw_112x112/158.bmp,cplfw_112x112/159.bmp,1,0,False,NO
cplfw_112x112/160.bmp,cplfw_112x112/161.bmp,1,0,False,NO
cplfw_112x112/162.bmp,cplfw_112x112/163.bmp,1,0,False,NO
cplfw_112x112/164.bmp,cplfw_112x112/165.bmp,1,1,True,YES
cplfw_112x112/166.bmp,cplfw_112x112/167.bmp,1,0,False,NO
cplfw_112x112/168.bmp,cplfw_112x112/169.bmp,1,0,False,NO
cplfw_112x112/170.bmp,cplfw_112x112/171.bmp,1,0,False,NO
cplfw_112x112/172.bmp,cplfw_112x112/173.bmp,1,0,False,NO
cplfw_112x112/174.bmp,cplfw_112x112/175.bmp,1,0,False,NO
cplfw_112x112/176.bmp,cplfw_112x112/177.bmp,1,0,False,NO
cplfw_112x112/178.bmp,cplfw_112x112/179.bmp,1,0,False,NO
cplfw_112x112/180.bmp,cplfw_112x112/181.bmp,1,0,False,NO
cplfw_112x112/182.bmp,cplfw_112x112/183.bmp,1,0,False,NO
cplfw_112x112/184.bmp,cplfw_112x112/185.bmp,1,0,False,NO
cplfw_112x112/186.bmp,cplfw_112x112/187.bmp,1,0,False,NO
cplfw_112x112/188.bmp,cplfw_112x112/189.bmp,1,0,False,NO
cplfw_112x112/190.bmp,cplfw_112x112/191.bmp,1,0,False,NO
cplfw_112x112/192.bmp,cplfw_112x112/193.bmp,1,0,False,NO
cplfw_112x112/194.bmp,cplfw_112x112/195.bmp,1,0,False,NO
cplfw_112x112/196.bmp,cplfw_112x112/197.bmp,1,0,False,NO
cplfw_112x112/198.bmp,cplfw_112x112/199.bmp,1,0,False,NO
cplfw_112x112/200.bmp,cplfw_112x112/201.bmp,1,0,False,NO
cplfw_112x112/202.bmp,cplfw_112x112/203.bmp,1,0,False,NO
cplfw_112x112/204.bmp,cplfw_112x112/205.bmp,1,0,False,NO
cplfw_112x112/206.bmp,cplfw_112x112/207.bmp,1,0,False,NO
cplfw_112x112/208.bmp,cplfw_112x112/209.bmp,1,0,False,NO
cplfw_112x112/210.bmp,cplfw_112x112/211.bmp,1,0,False,NO
cplfw_112x112/212.bmp,cplfw_112x112/213.bmp,1,0,False,NO
cplfw_112x112/214.bmp,cplfw_112x112/215.bmp,1,0,False,NO
cplfw_112x112/216.bmp,cplfw_112x112/217.bmp,1,0,False,NO
cplfw_112x112/218.bmp,cplfw_112x112/219.bmp,1,0,False,NO
cplfw_112x112/220.bmp,cplfw_112x112/221.bmp,1,0,False,NO
cplfw_112x112/222.bmp,cplfw_112x112/223.bmp,1,0,False,NO
cplfw_112x112/224.bmp,cplfw_112x112/225.bmp,1,0,False,NO
cplfw_112x112/226.bmp,cplfw_112x112/227.bmp,1,0,False,NO
cplfw_112x112/228.bmp,cplfw_112x112/229.bmp,1,0,False,NO
cplfw_112x112/230.bmp,cplfw_112x112/231.bmp,1,0,False,NO
cplfw_112x112/232.bmp,cplfw_112x112/233.bmp,1,0,False,NO
cplfw_112x112/234.bmp,cplfw_112x112/235.bmp,1,0,False,NO
cplfw_112x112/236.bmp,cplfw_112x112/237.bmp,1,0,False,NO
cplfw_112x112/238.bmp,cplfw_112x112/239.bmp,1,0,False,NO
cplfw_112x112/240.bmp,cplfw_112x112/241.bmp,1,0,False,NO
cplfw_112x112/242.bmp,cplfw_112x112/243.bmp,1,0,False,NO
cplfw_112x112/244.bmp,cplfw_112x112/245.bmp,1,0,False,NO
cplfw_112x112/246.bmp,cplfw_112x112/247.bmp,1,1,True,YES
cplfw_112x112/248.bmp,cplfw_112x112/249.bmp,1,0,False,NO
cplfw_112x112/250.bmp,cplfw_112x112/251.bmp,1,0,False,NO
cplfw_112x112/252.bmp,cplfw_112x112/253.bmp,1,0,False,NO
cplfw_112x112/254.bmp,cplfw_112x112/255.bmp,1,1,True,YES
cplfw_112x112/256.bmp,cplfw_112x112/257.bmp,1,0,False,NO
cplfw_112x112/258.bmp,cplfw_112x112/259.bmp,1,0,False,NO
cplfw_112x112/260.bmp,cplfw_112x112/261.bmp,1,0,False,NO
cplfw_112x112/262.bmp,cplfw_112x112/263.bmp,1,1,True,YES
cplfw_112x112/264.bmp,cplfw_112x112/265.bmp,1,0,False,NO
cplfw_112x112/266.bmp,cplfw_112x112/267.bmp,1,0,False,NO
cplfw_112x112/268.bmp,cplfw_112x112/269.bmp,1,0,False,NO
cplfw_112x112/270.bmp,cplfw_112x112/271.bmp,1,0,False,NO
cplfw_112x112/272.bmp,cplfw_112x112/273.bmp,1,0,False,NO
cplfw_112x112/274.bmp,cplfw_112x112/275.bmp,1,0,False,NO
cplfw_112x112/276.bmp,cplfw_112x112/277.bmp,1,0,False,NO
cplfw_112x112/278.bmp,cplfw_112x112/279.bmp,1,0,False,NO
cplfw_112x112/280.bmp,cplfw_112x112/281.bmp,1,0,False,NO
cplfw_112x112/282.bmp,cplfw_112x112/283.bmp,1,0,False,NO
cplfw_112x112/284.bmp,cplfw_112x112/285.bmp,1,0,False,NO
cplfw_112x112/286.bmp,cplfw_112x112/287.bmp,1,0,False,NO
cplfw_112x112/288.bmp,cplfw_112x112/289.bmp,1,0,False,NO
cplfw_112x112/290.bmp,cplfw_112x112/291.bmp,1,1,True,YES
cplfw_112x112/292.bmp,cplfw_112x112/293.bmp,1,0,False,NO
cplfw_112x112/294.bmp,cplfw_112x112/295.bmp,1,0,False,NO
cplfw_112x112/296.bmp,cplfw_112x112/297.bmp,1,0,False,NO
cplfw_112x112/298.bmp,cplfw_112x112/299.bmp,1,0,False,NO
cplfw_112x112/300.bmp,cplfw_112x112/301.bmp,1,0,False,NO
cplfw_112x112/302.bmp,cplfw_112x112/303.bmp,1,0,False,NO
cplfw_112x112/304.bmp,cplfw_112x112/305.bmp,1,1,True,YES
cplfw_112x112/306.bmp,cplfw_112x112/307.bmp,1,0,False,NO
cplfw_112x112/308.bmp,cplfw_112x112/309.bmp,1,1,True,YES
cplfw_112x112/310.bmp,cplfw_112x112/311.bmp,1,0,False,NO
cplfw_112x112/312.bmp,cplfw_112x112/313.bmp,1,0,False,NO
cplfw_112x112/314.bmp,cplfw_112x112/315.bmp,1,0,False,NO
cplfw_112x112/316.bmp,cplfw_112x112/317.bmp,1,0,False,NO
cplfw_112x112/318.bmp,cplfw_112x112/319.bmp,1,0,False,NO
cplfw_112x112/320.bmp,cplfw_112x112/321.bmp,1,0,False,NO
cplfw_112x112/322.bmp,cplfw_112x112/323.bmp,1,0,False,NO
cplfw_112x112/324.bmp,cplfw_112x112/325.bmp,1,1,True,YES
cplfw_112x112/326.bmp,cplfw_112x112/327.bmp,1,0,False,NO
cplfw_112x112/328.bmp,cplfw_112x112/329.bmp,1,0,False,NO
cplfw_112x112/330.bmp,cplfw_112x112/331.bmp,1,0,False,NO
cplfw_112x112/332.bmp,cplfw_112x112/333.bmp,1,0,False,NO
cplfw_112x112/334.bmp,cplfw_112x112/335.bmp,1,0,False,NO
cplfw_112x112/336.bmp,cplfw_112x112/337.bmp,1,0,False,NO
cplfw_112x112/338.bmp,cplfw_112x112/339.bmp,1,0,False,NO
cplfw_112x112/340.bmp,cplfw_112x112/341.bmp,1,0,False,NO
cplfw_112x112/342.bmp,cplfw_112x112/343.bmp,1,0,False,NO
cplfw_112x112/344.bmp,cplfw_112x112/345.bmp,1,0,False,NO
cplfw_112x112/346.bmp,cplfw_112x112/347.bmp,1,0,False,NO
cplfw_112x112/348.bmp,cplfw_112x112/349.bmp,1,0,False,NO
cplfw_112x112/350.bmp,cplfw_112x112/351.bmp,1,0,False,NO
cplfw_112x112/352.bmp,cplfw_112x112/353.bmp,1,0,False,NO
cplfw_112x112/354.bmp,cplfw_112x112/355.bmp,1,0,False,NO
cplfw_112x112/356.bmp,cplfw_112x112/357.bmp,1,0,False,NO
cplfw_112x112/358.bmp,cplfw_112x112/359.bmp,1,0,False,NO
cplfw_112x112/360.bmp,cplfw_112x112/361.bmp,1,0,False,NO
cplfw_112x112/362.bmp,cplfw_112x112/363.bmp,1,0,False,NO
cplfw_112x112/364.bmp,cplfw_112x112/365.bmp,1,0,False,NO
cplfw_112x112/366.bmp,cplfw_112x112/367.bmp,1,0,False,NO
cplfw_112x112/368.bmp,cplfw_112x112/369.bmp,1,0,False,NO
cplfw_112x112/370.bmp,cplfw_112x112/371.bmp,1,0,False,NO
cplfw_112x112/372.bmp,cplfw_112x112/373.bmp,1,0,False,NO
cplfw_112x112/374.bmp,cplfw_112x112/375.bmp,1,0,False,NO
cplfw_112x112/376.bmp,cplfw_112x112/377.bmp,1,0,False,NO
cplfw_112x112/378.bmp,cplfw_112x112/379.bmp,1,1,True,YES
cplfw_112x112/380.bmp,cplfw_112x112/381.bmp,1,0,False,NO
cplfw_112x112/382.bmp,cplfw_112x112/383.bmp,1,0,False,NO
cplfw_112x112/384.bmp,cplfw_112x112/385.bmp,1,0,False,NO
cplfw_112x112/386.bmp,cplfw_112x112/387.bmp,1,1,True,YES
cplfw_112x112/388.bmp,cplfw_112x112/389.bmp,1,0,False,NO
cplfw_112x112/390.bmp,cplfw_112x112/391.bmp,1,0,False,NO
cplfw_112x112/392.bmp,cplfw_112x112/393.bmp,1,0,False,NO
cplfw_112x112/394.bmp,cplfw_112x112/395.bmp,1,0,False,NO
cplfw_112x112/396.bmp,cplfw_112x112/397.bmp,1,0,False,NO
cplfw_112x112/398.bmp,cplfw_112x112/399.bmp,1,0,False,NO
cplfw_112x112/400.bmp,cplfw_112x112/401.bmp,1,0,False,NO
cplfw_112x112/402.bmp,cplfw_112x112/403.bmp,1,0,False,NO
cplfw_112x112/404.bmp,cplfw_112x112/405.bmp,1,0,False,NO
cplfw_112x112/406.bmp,cplfw_112x112/407.bmp,1,0,False,NO
cplfw_112x112/408.bmp,cplfw_112x112/409.bmp,1,0,False,NO
cplfw_112x112/410.bmp,cplfw_112x112/411.bmp,1,0,False,NO
cplfw_112x112/412.bmp,cplfw_112x112/413.bmp,1,0,False,NO
cplfw_112x112/414.bmp,cplfw_112x112/415.bmp,1,0,False,NO
cplfw_112x112/416.bmp,cplfw_112x112/417.bmp,1,0,False,NO
cplfw_112x112/418.bmp,cplfw_112x112/419.bmp,1,0,False,NO
cplfw_112x112/420.bmp,cplfw_112x112/421.bmp,1,0,False,NO
cplfw_112x112/422.bmp,cplfw_112x112/423.bmp,1,0,False,NO
cplfw_112x112/424.bmp,cplfw_112x112/425.bmp,1,0,False,NO
cplfw_112x112/426.bmp,cplfw_112x112/427.bmp,1,0,False,NO
cplfw_112x112/428.bmp,cplfw_112x112/429.bmp,1,0,False,NO
cplfw_112x112/430.bmp,cplfw_112x112/431.bmp,1,0,False,NO
cplfw_112x112/432.bmp,cplfw_112x112/433.bmp,1,0,False,NO
cplfw_112x112/434.bmp,cplfw_112x112/435.bmp,1,0,False,NO
cplfw_112x112/436.bmp,cplfw_112x112/437.bmp,1,0,False,NO
cplfw_112x112/438.bmp,cplfw_112x112/439.bmp,1,0,False,NO
cplfw_112x112/440.bmp,cplfw_112x112/441.bmp,1,0,False,NO
cplfw_112x112/442.bmp,cplfw_112x112/443.bmp,1,0,False,NO
cplfw_112x112/444.bmp,cplfw_112x112/445.bmp,1,0,False,NO
cplfw_112x112/446.bmp,cplfw_112x112/447.bmp,1,0,False,NO
cplfw_112x112/448.bmp,cplfw_112x112/449.bmp,1,0,False,NO
cplfw_112x112/450.bmp,cplfw_112x112/451.bmp,1,0,False,NO
cplfw_112x112/452.bmp,cplfw_112x112/453.bmp,1,0,False,NO
cplfw_112x112/454.bmp,cplfw_112x112/455.bmp,1,1,True,YES
cplfw_112x112/456.bmp,cplfw_112x112/457.bmp,1,0,False,NO
cplfw_112x112/458.bmp,cplfw_112x112/459.bmp,1,0,False,NO
cplfw_112x112/460.bmp,cplfw_112x112/461.bmp,1,0,False,NO
cplfw_112x112/462.bmp,cplfw_112x112/463.bmp,1,0,False,NO
cplfw_112x112/464.bmp,cplfw_112x112/465.bmp,1,0,False,NO
cplfw_112x112/466.bmp,cplfw_112x112/467.bmp,1,0,False,NO
cplfw_112x112/468.bmp,cplfw_112x112/469.bmp,1,0,False,NO
cplfw_112x112/470.bmp,cplfw_112x112/471.bmp,1,0,False,NO
cplfw_112x112/472.bmp,cplfw_112x112/473.bmp,1,0,False,NO
cplfw_112x112/474.bmp,cplfw_112x112/475.bmp,1,0,False,NO
cplfw_112x112/476.bmp,cplfw_112x112/477.bmp,1,0,False,NO
cplfw_112x112/478.bmp,cplfw_112x112/479.bmp,1,0,False,NO
cplfw_112x112/480.bmp,cplfw_112x112/481.bmp,1,0,False,NO
cplfw_112x112/482.bmp,cplfw_112x112/483.bmp,1,0,False,NO
cplfw_112x112/484.bmp,cplfw_112x112/485.bmp,1,0,False,NO
cplfw_112x112/486.bmp,cplfw_112x112/487.bmp,1,0,False,NO
cplfw_112x112/488.bmp,cplfw_112x112/489.bmp,1,0,False,NO
cplfw_112x112/490.bmp,cplfw_112x112/491.bmp,1,0,False,NO
cplfw_112x112/492.bmp,cplfw_112x112/493.bmp,1,0,False,NO
cplfw_112x112/494.bmp,cplfw_112x112/495.bmp,1,0,False,NO
cplfw_112x112/496.bmp,cplfw_112x112/497.bmp,1,0,False,NO
cplfw_112x112/498.bmp,cplfw_112x112/499.bmp,1,0,False,NO
cplfw_112x112/500.bmp,cplfw_112x112/501.bmp,1,0,False,NO
cplfw_112x112/502.bmp,cplfw_112x112/503.bmp,1,1,True,YES
cplfw_112x112/504.bmp,cplfw_112x112/505.bmp,1,0,False,NO
cplfw_112x112/506.bmp,cplfw_112x112/507.bmp,1,1,True,YES
cplfw_112x112/508.bmp,cplfw_112x112/509.bmp,1,0,False,NO
cplfw_112x112/510.bmp,cplfw_112x112/511.bmp,1,0,False,NO
cplfw_112x112/512.bmp,cplfw_112x112/513.bmp,1,0,False,NO
cplfw_112x112/514.bmp,cplfw_112x112/515.bmp,1,0,False,NO
cplfw_112x112/516.bmp,cplfw_112x112/517.bmp,1,0,False,NO
cplfw_112x112/518.bmp,cplfw_112x112/519.bmp,1,0,False,NO
cplfw_112x112/520.bmp,cplfw_112x112/521.bmp,1,0,False,NO
cplfw_112x112/522.bmp,cplfw_112x112/523.bmp,1,0,False,NO
cplfw_112x112/524.bmp,cplfw_112x112/525.bmp,1,0,False,NO
cplfw_112x112/526.bmp,cplfw_112x112/527.bmp,1,0,False,NO
cplfw_112x112/528.bmp,cplfw_112x112/529.bmp,1,0,False,NO
cplfw_112x112/530.bmp,cplfw_112x112/531.bmp,1,0,False,NO
cplfw_112x112/532.bmp,cplfw_112x112/533.bmp,1,0,False,NO
cplfw_112x112/534.bmp,cplfw_112x112/535.bmp,1,0,False,NO
cplfw_112x112/536.bmp,cplfw_112x112/537.bmp,1,0,False,NO
cplfw_112x112/538.bmp,cplfw_112x112/539.bmp,1,0,False,NO
cplfw_112x112/540.bmp,cplfw_112x112/541.bmp,1,1,True,YES
cplfw_112x112/542.bmp,cplfw_112x112/543.bmp,1,0,False,NO
cplfw_112x112/544.bmp,cplfw_112x112/545.bmp,1,0,False,NO
cplfw_112x112/546.bmp,cplfw_112x112/547.bmp,1,0,False,NO
cplfw_112x112/548.bmp,cplfw_112x112/549.bmp,1,0,False,NO
cplfw_112x112/550.bmp,cplfw_112x112/551.bmp,1,0,False,NO
cplfw_112x112/552.bmp,cplfw_112x112/553.bmp,1,0,False,NO
cplfw_112x112/554.bmp,cplfw_112x112/555.bmp,1,0,False,NO
cplfw_112x112/556.bmp,cplfw_112x112/557.bmp,1,0,False,NO
cplfw_112x112/558.bmp,cplfw_112x112/559.bmp,1,0,False,NO
cplfw_112x112/560.bmp,cplfw_112x112/561.bmp,1,1,True,YES
cplfw_112x112/562.bmp,cplfw_112x112/563.bmp,1,0,False,NO
cplfw_112x112/564.bmp,cplfw_112x112/565.bmp,1,0,False,NO
cplfw_112x112/566.bmp,cplfw_112x112/567.bmp,1,0,False,NO
cplfw_112x112/568.bmp,cplfw_112x112/569.bmp,1,0,False,NO
cplfw_112x112/570.bmp,cplfw_112x112/571.bmp,1,0,False,NO
cplfw_112x112/572.bmp,cplfw_112x112/573.bmp,1,0,False,NO
cplfw_112x112/574.bmp,cplfw_112x112/575.bmp,1,1,True,YES
cplfw_112x112/576.bmp,cplfw_112x112/577.bmp,1,0,False,NO
cplfw_112x112/578.bmp,cplfw_112x112/579.bmp,1,0,False,NO
cplfw_112x112/580.bmp,cplfw_112x112/581.bmp,1,0,False,NO
cplfw_112x112/582.bmp,cplfw_112x112/583.bmp,1,0,False,NO
cplfw_112x112/584.bmp,cplfw_112x112/585.bmp,1,0,False,NO
cplfw_112x112/586.bmp,cplfw_112x112/587.bmp,1,0,False,NO
cplfw_112x112/588.bmp,cplfw_112x112/589.bmp,1,0,False,NO
cplfw_112x112/590.bmp,cplfw_112x112/591.bmp,1,0,False,NO
cplfw_112x112/592.bmp,cplfw_112x112/593.bmp,1,0,False,NO
cplfw_112x112/594.bmp,cplfw_112x112/595.bmp,1,0,False,NO
cplfw_112x112/596.bmp,cplfw_112x112/597.bmp,1,0,False,NO
cplfw_112x112/598.bmp,cplfw_112x112/599.bmp,1,0,False,NO
cplfw_112x112/600.bmp,cplfw_112x112/601.bmp,0,0,True,NO
cplfw_112x112/602.bmp,cplfw_112x112/603.bmp,0,0,True,NO
cplfw_112x112/604.bmp,cplfw_112x112/605.bmp,0,0,True,NO
cplfw_112x112/606.bmp,cplfw_112x112/607.bmp,0,0,True,NO
cplfw_112x112/608.bmp,cplfw_112x112/609.bmp,0,0,True,NO
cplfw_112x112/610.bmp,cplfw_112x112/611.bmp,0,0,True,NO
cplfw_112x112/612.bmp,cplfw_112x112/613.bmp,0,0,True,NO
cplfw_112x112/614.bmp,cplfw_112x112/615.bmp,0,0,True,NO
cplfw_112x112/616.bmp,cplfw_112x112/617.bmp,0,0,True,NO
cplfw_112x112/618.bmp,cplfw_112x112/619.bmp,0,0,True,NO
cplfw_112x112/620.bmp,cplfw_112x112/621.bmp,0,0,True,NO
cplfw_112x112/622.bmp,cplfw_112x112/623.bmp,0,0,True,NO
cplfw_112x112/624.bmp,cplfw_112x112/625.bmp,0,0,True,NO
cplfw_112x112/626.bmp,cplfw_112x112/627.bmp,0,0,True,NO
cplfw_112x112/628.bmp,cplfw_112x112/629.bmp,0,0,True,NO
cplfw_112x112/630.bmp,cplfw_112x112/631.bmp,0,0,True,NO
cplfw_112x112/632.bmp,cplfw_112x112/633.bmp,0,0,True,NO
cplfw_112x112/634.bmp,cplfw_112x112/635.bmp,0,0,True,NO
cplfw_112x112/636.bmp,cplfw_112x112/637.bmp,0,0,True,NO
cplfw_112x112/638.bmp,cplfw_112x112/639.bmp,0,0,True,NO
cplfw_112x112/640.bmp,cplfw_112x112/641.bmp,0,0,True,NO
cplfw_112x112/642.bmp,cplfw_112x112/643.bmp,0,0,True,NO
cplfw_112x112/644.bmp,cplfw_112x112/645.bmp,0,0,True,NO
cplfw_112x112/646.bmp,cplfw_112x112/647.bmp,0,0,True,NO
cplfw_112x112/648.bmp,cplfw_112x112/649.bmp,0,0,True,NO
cplfw_112x112/650.bmp,cplfw_112x112/651.bmp,0,0,True,NO
cplfw_112x112/652.bmp,cplfw_112x112/653.bmp,0,0,True,NO
cplfw_112x112/654.bmp,cplfw_112x112/655.bmp,0,0,True,NO
cplfw_112x112/656.bmp,cplfw_112x112/657.bmp,0,0,True,NO
cplfw_112x112/658.bmp,cplfw_112x112/659.bmp,0,0,True,NO
cplfw_112x112/660.bmp,cplfw_112x112/661.bmp,0,0,True,NO
cplfw_112x112/662.bmp,cplfw_112x112/663.bmp,0,0,True,NO
cplfw_112x112/664.bmp,cplfw_112x112/665.bmp,0,0,True,NO
cplfw_112x112/666.bmp,cplfw_112x112/667.bmp,0,0,True,NO
cplfw_112x112/668.bmp,cplfw_112x112/669.bmp,0,0,True,NO
cplfw_112x112/670.bmp,cplfw_112x112/671.bmp,0,0,True,NO
cplfw_112x112/672.bmp,cplfw_112x112/673.bmp,0,0,True,NO
cplfw_112x112/674.bmp,cplfw_112x112/675.bmp,0,0,True,NO
cplfw_112x112/676.bmp,cplfw_112x112/677.bmp,0,0,True,NO
cplfw_112x112/678.bmp,cplfw_112x112/679.bmp,0,0,True,NO
cplfw_112x112/680.bmp,cplfw_112x112/681.bmp,0,0,True,NO
cplfw_112x112/682.bmp,cplfw_112x112/683.bmp,0,0,True,NO
cplfw_112x112/684.bmp,cplfw_112x112/685.bmp,0,0,True,NO
cplfw_112x112/686.bmp,cplfw_112x112/687.bmp,0,0,True,NO
cplfw_112x112/688.bmp,cplfw_112x112/689.bmp,0,0,True,NO
cplfw_112x112/690.bmp,cplfw_112x112/691.bmp,0,0,True,NO
cplfw_112x112/692.bmp,cplfw_112x112/693.bmp,0,0,True,NO
cplfw_112x112/694.bmp,cplfw_112x112/695.bmp,0,0,True,NO
cplfw_112x112/696.bmp,cplfw_112x112/697.bmp,0,0,True,NO
cplfw_112x112/698.bmp,cplfw_112x112/699.bmp,0,0,True,NO
cplfw_112x112/700.bmp,cplfw_112x112/701.bmp,0,0,True,NO
cplfw_112x112/702.bmp,cplfw_112x112/703.bmp,0,0,True,NO
cplfw_112x112/704.bmp,cplfw_112x112/705.bmp,0,0,True,NO
cplfw_112x112/706.bmp,cplfw_112x112/707.bmp,0,0,True,NO
cplfw_112x112/708.bmp,cplfw_112x112/709.bmp,0,0,True,NO
cplfw_112x112/710.bmp,cplfw_112x112/711.bmp,0,0,True,NO
cplfw_112x112/712.bmp,cplfw_112x112/713.bmp,0,0,True,NO
